,tokens,full_name,dof,year,month,date,hour,sentiment,text
1594,"['remember', 'this', 'remember', 'bullshit']","Lithgow, New South Wales",3,2022,2,10,1,-0.26666666666666666,@AlexanderDowner Remember this? REMEMBER East Timor bullshit https://t.co/0G55zq3gRf https://t.co/nOdTwNaSnM
1595,"['today', 'took', 'short', 'walk', 'from', 'station', 'ann', 'through', 'here', 'what', 'saw', 'good', 'for', 'walking', 'shading', 'bad', 'broken', 'bricks', 'uneven', 'footpath', 'trip', 'hazards', 'narrowing', 'path', 'outside', 'major', 'station', 'absence', 'tactile', 'pavement', 'markers', 'traffic']","Brisbane, Queensland",3,2022,2,10,1,-0.02040816326530612,"Today we took a short walk from Brisbane Central station on Ann through to Adelaide St. Here is what we saw: 1. Good for walking: shading. Bad: Broken bricks, uneven footpath, trip hazards, narrowing of path outside major station, absence of tactile pavement markers, traffic. https://t.co/HPykPLPBoq"
1596,"['good', 'shade', 'bad', 'scooters', 'parked', 'everywhere', 'anywhere', 'and', 'hard', 'earned', 'pedestrian', 'real', 'estate', 'footpaths', 'these', 'are', 'scooters', 'left', 'just', 'one', 'block', 'alone', '10am', 'thursday']","Brisbane, Queensland",3,2022,2,10,1,-0.11764705882352941,"2. Good: shade. Bad: E-scooters parked everywhere, anywhere, and on hard earned pedestrian real estate (footpaths). These are e-scooters left in just one block alone, at 10am on a Thursday. https://t.co/1Z2XrU2rCc"
1597,"['support', 'public', 'amp', 'active', 'transport', 'amp', 'are', 'increase', 'patronage', 'into', 'the', 'cbd', 'need', 'make', 'desirable', 'compelling', 'safe', 'easy', 'every', 'single', 'person', 'visiting', 'the', 'cbd', 'needs', 'walk', 'roll', 'amp', 'stroll', 'some', 'stage', 'their', 'visit', 'the', 'cbd', 'comfortable', 'spaces', 'are', 'essential']","Brisbane, Queensland",3,2022,2,10,1,0.18518518518518517,"We support public &amp; active transport, &amp; if we are to increase patronage into the CBD we need to make it desirable, compelling, safe, easy. Every single person visiting the CBD needs to walk, roll &amp; stroll at some stage in their visit to the CBD. Comfortable spaces are ESSENTIAL. https://t.co/TjptPrRI3d"
1598,"['walked', 'across', 'vic', 'bridge', 'station', 'great', 'citylink', 'bike', 'mob', 'lane', 'vic', 'bridge', 'buses', 'only', 'public', 'realm', 'qpac', 'bad', 'shade', 'large', 'footpath', 'space', 'taken', 'for', 'parking', 'grey', 'paint', 'amp', 'stencilled', 'only', 'tactile', 'markers', 'other', 'path', 'closed', 'di62c']","Brisbane, Queensland",3,2022,2,10,2,-0.0196078431372549,"3. We walked across Vic bridge to Sth Brisbane 🚊 station. Great: Citylink bike/ e-mob lane, Vic Bridge buses only, public realm at QPAC. Bad:🥵No shade, large footpath space taken for parking  🛴 Grey St, paint &amp; stencilled only, no tactile markers. Other f’path closed . 🤨🙃 https://t.co/z6QOqDi62c"
1599,"['why', 'are', 'highlighting', 'this', 'our', 'members', 'amp', 'friends', 'provided', 'feedback', 'that', 'they', 'are', 'changing', 'the', 'location', 'amp', 'time', 'they', 'walk', 'direct', 'result', 'unsafe', 'footpaths', 'amp', 'issues', 'with', 'scooters', 'this', 'has', 'also', 'been', 'found', 'surveying', 'here', 'are', 'some', 'quick', 'stats']","Brisbane, Queensland",3,2022,2,10,2,-0.043478260869565216,"So, why are we highlighting this? Our members &amp; friends provided feedback that they are changing the location &amp; time they walk as a direct result of unsafe footpaths &amp; issues with e-scooters. This has also been found in @visionaustralia surveying. Here are some quick stats:"
1600,"['respondents', 'have', 'changed', 'where', 'they', 'walk', 'result', 'mobility', 'parking', 'rider', 'behaviour', 'that', 'impacts', 'business', 'said', 'that', 'footpaths', 'have', 'cracks', 'trip', 'hazards', 'said', 'paths', 'were', 'too', 'narrow', 'for', 'parking', 'experienced', 'safety', 'issue', 'footpaths', 'trip', 'hit']","Brisbane, Queensland",3,2022,2,10,2,0.022222222222222223,"26% of respondents have changed where they walk as a result of e-mobility parking /rider behaviour. That impacts business. 50% said that footpaths have cracks, trip hazards, 48% said f’paths were too narrow for 🛴 parking. 39% experienced a safety issue on footpaths (trip/ hit)"
1601,"['this', 'week', 'announced', 'free', 'parking', 'the', 'cbd', 'entice', 'people', 'back', 'like', 'see', 'commitment', 'amp', 'investment', 'starting', 'with', 'sbane', 'strategy', 'that', 'can', 'address', 'the', 'many', 'concerns', 'people', 'who', 'walk', 'would', 'like', 'walk']","Brisbane, Queensland",3,2022,2,10,2,0.15217391304347827,"This week, @brisbanecityqld announced free parking in the CBD to entice people back. We’d like to see a commitment &amp; investment in #walking, starting with the Walkable Brisbane strategy, that can address the many concerns of people who walk, or would like to walk in #Brisbane."
1602,"['you', 'could', 'debate', 'and', 'move', 'amendments', 'any', 'bill', 'the', 'house', 'representatives', 'infinitum', 'the', 'government', 'and', 'the', 'speaker', 'allows', 'however', 'those', 'who', 'are', 'opposed', 'the', 'bill', 'not', 'have', 'the', 'numbers', 'defeat', 'the', 'bill', 'this', 'exercise', 'futility']","Melbourne, Victoria",3,2022,2,10,1,-0.04,@ScooterBodgie @NickMcKim @dingos1946 You could debate and move amendments to any bill in the House of Representatives ad infinitum if the government and the Speaker allows. However if those who are opposed to the Bill do not have the numbers to defeat the bill this is an exercise in futility.
1603,"['and', 'thanks', 'labor', 'strategy', 'the', 'bill', 'now', 'dead']","Nelly Bay, Queensland",3,2022,2,10,7,-0.07692307692307693,"@bzuwbd @NickMcKim @dingos1946 And, thanks to Labor's strategy, the bill is now dead"
1604,"['thank', 'you', 'sincerely']","Victoria, Australia",3,2022,2,10,2,0.6666666666666666,@NickMcKim @StrewthQueen Thank you. Sincerely. 🏳️‍🌈🏳️‍⚧️
1605,"['called', 'integrity', 'are', 'human', 'beings', 'and', 'watch', 'what', 'you']","Victoria, Australia",3,2022,2,10,2,0.05263157894736842,"@Julieoz836 @ScooterBodgie @NickMcKim @dingos1946 No. It's called integrity.

We are human beings and we do watch what you do."
1606,"['don', 'even', 'wordle', 'but', 'agree', 'with', 'this']","Melbourne, Victoria",3,2022,2,10,1,0.07142857142857142,I don’t even do Wordle but I agree with this https://t.co/51NF5iUz3L
1607,"['why', 'invite', 'people', 'nasty']","Melbourne, Victoria",3,2022,2,10,4,-0.2857142857142857,@DavidGr07837209 Why invite people to be nasty?
1608,['cooked'],"Birdwood, South Australia",3,2022,2,10,1,0.0,@DavidGr07837209 Cooked
1609,['toast'],"Canberra, Australian Capital Territory",3,2022,2,10,2,0.0,@DavidGr07837209 Toast
1610,"['true', 'had', 'less', 'and', 'more', 'the', 'weeks', 'leading', 'think', 'have', 'been', 'fine', 'with']","Perth, Western Australia",3,2022,2,10,1,0.25,"@ChrisJInglis True, if we'd had less Mando and more Boba in the 2 weeks leading up I think I'd have been fine with it?"
1611,"['through', 'the', 'quarterfinals', 'with', 'very', 'impressive', 'straight', 'sets', 'win', 'over', 'seed']","Melbourne, Victoria",3,2022,2,10,1,0.34615384615384615,Jordan Thompson is through to the #DallasOpen quarterfinals with a very impressive straight sets win over No. 8 seed Brandon Nakashima. 👏 https://t.co/h06r5WywT5
1612,"['good', 'news', 'indeed']","Sydney, New South Wales",3,2022,2,10,2,0.42857142857142855,@mangotree_books @stanleyward90 @ABCaustralia Good news indeed.
1613,"['all', 'true', 'but', 'start', 'only', 'massive', 'investment', 'public', 'housing', 'will', 'make', 'any', 'significant', 'change', 'and', 'know', 'how', 'little', 'commitment', 'there', 'that', 'the', 'coast', 'anywhere', 'else']","Sydney, New South Wales",3,2022,2,10,2,0.13513513513513514,"@stanleyward90 @mangotree_books @ABCaustralia All true, but it’s a start.  Only massive investment in public housing will make any significant change and we know how little commitment there is to that on the coast, or anywhere else."
1614,"['hairy', 'chest']","Sydney, New South Wales",3,2022,2,10,2,0.0,@tomo_ozotoku ここの美味しいですよね！Hairy Chestしか試したことないので、今度はそれも試してみます。
1615,"['probably', '101']","Melbourne, Victoria",3,2022,2,10,1,0.0,@JBThinkin Probably???? 101%
1616,"['currently', 'minded']","Bongaree - Woorim, Queensland",3,2022,2,10,5,0.0,@jamesglenday @SenatorAbetz I am currently minded to:  ....
1617,"['may', 'the', 'far', 'right', 'the', 'hun', 'but', 'also', 'realist', 'knows', 'that', 'this', 'religious', 'right', 'discriminate', 'bill', 'unlikely', 'pass', 'the', 'before', 'the', 'election', 'would', 'nasty', 'point', 'division', 'during', 'the', 'election', 'campaign']","Melbourne, Victoria",3,2022,2,10,2,-0.07547169811320754,@jamesglenday Eric Abetz may be to the far  right of Attila the Hun or Genghis Khan but he is also a realist.He knows that this ‘Religious Right to Discriminate’ bill is unlikely to pass the Senate before the election. It would be a nasty 🤮 point of division during the election campaign
1618,"['religious', 'right', 'expects', 'its', 'wish', 'list', 'fulfilled']","Melbourne, Victoria",3,2022,2,10,3,0.3,@awelder @CorruptNSW @jamesglenday Religious right expects its wish list fulfilled.
1619,"['hope', 'they', 'insist', 'the', 'return', 'all', 'those', 'shopping', 'bags', 'full', 'money', 'they', 'better', 'count', 'the', 'money', 'quickly', 'check', 'see', 'that', 'some', 'hasn', 'already', 'been', 'spent']","Melbourne, Victoria",3,2022,2,10,3,0.125,@scottysgotagun @awelder @CorruptNSW @jamesglenday I hope 🤞 they insist on the return of all those shopping 🛍 bags full of money 💰. They better count the money quickly to check to see that some of it hasn’t already been spent.
1620,"['whatever', 'the', 'reason', 'glad', 'that', 'was', 'snookered', 'labor', 'this', 'extreme', 'religious', 'right', 'bigots', 'bill']","Melbourne, Victoria",3,2022,2,10,4,0.125,@TheStarrrLord @jamesglenday Whatever the reason I am glad that #ScottyTheCreep #ScottyThePentecostalPM #ScottyTheMisogynist #ScottyThePathologicalLiar #ScottyTheGaslighter #scottyfromeugenics #ScottyMustGo  #VoteThemAllOut #auspol was snookered 🎱 by Labor on this extreme Religious Right to be Bigots bill
1621,"['earlier', 'much', 'earlier']","Launceston, Tasmania",3,2022,2,10,9,0.0,"@RonniSalt @NorthCoastBlue @CottonPru Earlier, much earlier."
1622,[''],"Wollongong, New South Wales",3,2022,2,10,4,0.0,@jamesglenday @noplaceforsheep 🤣🤣🤣
1623,"['are', 'seeing', 'morrison', 'government', 'self', 'destruction', 'mode', 'before', 'our', 'own', 'eyes']","Perth, Western Australia",3,2022,2,10,3,-0.21428571428571427,@jamesglenday We are seeing morrison government in self destruction mode before our own eyes
1624,"['but', 'always', 'first', 'for', 'the', 'rewards']","Sydney, New South Wales",3,2022,2,10,3,0.18181818181818182,@RonniSalt @ChrisMac1270 @CottonPru But always first in Q for the rewards
1625,"['what', 'the', 'religious', 'discrimination', 'bill', 'see', 'what', 'the', 'most', 'relevant', 'court', 'case', 'google', 'kerslake', 'sunol', 'case', 'law', 'stealth', 'using', 'suppression', 'orders']","Newcastle, New South Wales",3,2022,2,10,1,0.0,@jamesglenday @LyleShelton What’s the RELIGIOUS DISCRIMINATION BILL?  See  https://t.co/fUI3oaHa4S    What’s the most relevant court case in Australia?  Google *Kerslake v Sunol*. Case-law by stealth using suppression orders
1626,"['look', 'out', 'boomer', 'complaining', 'about', 'boomers', 'smash', 'boomer']","Perth, Western Australia",3,2022,2,10,3,-0.125,"@PeachyCreampuff Oi look out a boomer complaining about boomers , a smash boomer https://t.co/rxULyx3HcQ"
1627,"['vale', 'betty', 'davis']","Alice Springs, Northern Territory",3,2022,2,10,1,0.0,Vale Betty Davis ❤️🎶😢 https://t.co/PHgsj8WGuQ
1628,"['the', 'man', 'obvious', 'misogynistic', 'pig', 'referred', 'mikakos', 'that', 'person', 'well', 'prepared', 'thrown', 'under', 'the', 'bus', 'threw', 'mikakos', 'under']","Luddenham, New South Wales",3,2022,2,10,1,0.03225806451612903,"@charles_haig01 The man's an obvious misogynistic pig. He referred to mikakos as ""that person"" as well. Be prepared to be thrown under the bus as u threw mikakos under it."
1629,"['grande', 'fernando', 'amigo', 'querido', 'agrade', 'estas', 'lindas', 'palavras', 'adeus', 'fpi', 'emocionante', 'gra', 'luciana', 'thank', 'you']","Lennox Head, New South Wales",3,2022,2,10,1,0.15384615384615385,"Grande Fernando @fdvives, amigo querido, agradeço estas lindas palavras 😎
O adeus a @sbsportuguese fpi emocionante, graças à Luciana @LuFraguas. Thank you! https://t.co/emnAHWtF4z"
1630,"['yeah', 'its', 'funny', 'worm', 'like', 'these', 'people', 'surface', 'whenever', 'people', 'are', 'having', 'hard', 'time', 'about', 'the', 'time', 'emigrated', '2006', 'similar', 'company', 'was', 'offering', 'take', 'your', 'house', 'off', 'you', 'you', 'couldn', 'sell', 'capitalism', 'all', 'its', 'forms']","Queensland, Australia",3,2022,2,10,2,0.19148936170212766,"@Mrs_Fi_Sparkles Yeah its funny worm's like these people surface whenever people are having a hard time.About the time I emigrated in 2006,a  similar company was offering to take your house off you if you couldn't sell it.Capitalism in all its forms Fi."
1631,"['update', 'uncle', 'cause', 'know', 'some', 'have', 'been', 'asking', 'still', 'unconscious', 'ventilation', 'with', 'lungs', 'filled', 'with', 'covid', 'doc', 'fri', 'going', 'try', 'procedure', 'slowly', 'bringing', 'him', 'back', 'consciousness', 'state', 'pray', 'cross', 'fingers', 'amp', 'however', 'thanks', 'for', 'all', 'your', 'love']","Melbourne, Victoria",3,2022,2,10,1,0.058823529411764705,"Update on my uncle (cause I know some of u have been asking)

Still unconscious on ventilation with lungs filled with covid. Doc Fri is going to try a procedure in slowly bringing him back to consciousness state 

Pray, cross fingers &amp; however u do it
Thanks for all your love💗"
1632,"['may', 'the', 'force', 'not', 'with', 'you']","Melbourne, Victoria",3,2022,2,10,22,0.0,@_ladybirdm_ May the force be not with you https://t.co/BXmU3OXxCR
1633,"['amp', 'amp']","Melbourne, Victoria",3,2022,2,10,1,0.0,"焼き上がりました

カスタード&amp;フルーツデニッシュ
白玉粉抹茶&amp;あんこの和風デニッシュ。
パン•オ•ショコラ

お嫁にに行かせます
どうか喜んでもらえますように。

#手作り
#デニッシュ
#パン作り https://t.co/pDCkbbhb5h"
1634,['queensland'],"New South Wales, Australia",3,2022,2,10,21,0.0,@TexasAustyn Queensland
1635,"['realise', 'the', 'full', 'potential', 'its', 'young', 'people', 'every', 'one', 'them', 'must', 'given', 'the', 'opportunity', 'learn', 'and', 'develop', 'their', 'fullest', 'potential', 'socioeconomic', 'status', 'should', 'not', 'determine', 'outcome']","Melbourne, Victoria",3,2022,2,10,1,0.043478260869565216,@AlboMP @tanya_plibersek @billshortenmp @BOConnorMP @Tony_Burke If Australia 🇦🇺 is to realise the full potential its young people every one of them must be given the opportunity to learn and develop to their fullest potential. Socioeconomic status should NOT DETERMINE OUTCOMES https://t.co/GV8UiZQDPE
1636,"['she', 'also', 'laughed', 'our', 'prayer', 'the', 'end', 'our', 'meeting', 'asking', 'satan', 'bless', 'our', 'humble', 'gathering', 'disrespectful']","Sunshine Coast, Queensland",3,2022,2,10,22,0.14285714285714285,@samanthamaiden @stoker_aj She also laughed at our prayer at the end of our meeting asking Satan to bless our humble gathering 😢so disrespectful https://t.co/AJvjC78QYe
1637,"['oooo', 'looks', 'like', 'butter', 'wouldn', 'melt', 'her', 'mouth', 'beautie']","Adelaide, South Australia",3,2022,2,10,10,0.13333333333333333,"@samanthamaiden @stoker_aj Oooo,Ta!!Stoker looks like butter wouldn't melt in her mouth.....BEAUTIE!!"
1638,"['yes', 'busted', 'stoker']","Adelaide, South Australia",3,2022,2,10,10,0.1111111111111111,@AgentSm08557869 @mormorlady @samanthamaiden @stoker_aj Yes - BUSTED STOKER!!
1639,"['wifi', 'wifi', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj WiFi .WiFi. WiFi.
1640,"['wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.
1641,"['wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@PatsKarvelas @samanthamaiden @stoker_aj WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.
1642,"['visual', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj Visual WiFi.
1643,"['auditory', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj Auditory WiFi
1644,[''],"Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj Tactile WiFi
1645,"['got', 'this', 'the', 'first', '54dmg']","Sydney, New South Wales",3,2022,2,10,1,0.0,"Got this on the first go!

🟩🟩🟩🟩🟩 https://t.co/Usncf54dmG"
1646,"['here', 'the', 'official', 'calendar', 'for', 'the', 'ocfc', '2022', 'npl', 'victoria', 'season', 'with', 'the', 'season', 'one', 'week', 'away', 'take', 'screenshot', 'print', 'out', 'follow', 'along']","Melbourne, Victoria",3,2022,2,10,1,0.0,"Here is the official calendar for the OCFC 2022 NPL Victoria season, with the season one week away. So take a screenshot or print it out to follow along. #GOCANNONS https://t.co/PBsKC8bg3N"
1647,"['vk4mgl', 'scott', 'vk4', '112', 'beerburrum', '260m', '310', 'ssb', '20m', 'ipnp', 'vk4mgl', 'pnp']","Beerburrum, Beerburrum - North",3,2022,2,10,1,0.0,"01:34 VK4MGL (Scott) on VK4/SE-112 (Mt Beerburrum, 260m, 1 pt) 14.310 SSB: Cq 20m. *[iPnP] [VK4MGL] [PnP]"
1648,"['this', 'wind', 'who', 'talks', 'like', 'this']","Canberra, Australian Capital Territory",3,2022,2,10,11,0.16666666666666666,@AndrewBGreene @SenPaterson @ASIOGovAu Is this a wind up? Who talks like this?
1649,"['government', 'policies', 'and', 'procedures', 'discriminate', 'against', 'people', 'based', 'their', 'looks', 'when', 'applying', 'for', 'security', 'clearances', 'would', 'you', 'tell', 'watch', 'out', 'for', 'foreign', 'spies', 'dating', 'apps', 'only', 'would', 'you', 'decline', 'clearance', 'for', 'because', 'they', 'might', 'fall', 'for']","Melbourne, Victoria",3,2022,2,10,12,-0.03773584905660377,@AndrewBGreene @SenPaterson @ASIOGovAu Do government policies and procedures discriminate against people based on their looks when applying for security clearances? Would you tell a 10 to watch out for foreign spies on dating apps or only a 6? Would you decline a clearance for a 6 because they might fall for a 10?
1650,"['someone', 'should', 'tell', 'that', 'heterosexual', 'experience', 'not', 'all', 'women', 'are', 'that', 'superficial', 'and', 'that', 'you', 'are', 'not', 'playing', 'games', 'with', 'women', 'you', 'don', 'have', 'league', 'score']","Melbourne, Victoria",3,2022,2,10,9,0.0,"@AndrewBGreene @SenPaterson @ASIOGovAu Someone should tell James that, in my heterosexual experience, not all women are that superficial and that if you are not playing games with women, you don't have a league or a score."
1651,"['can', 'imagine', 'him', 'red', 'faced', 'and', 'screaming', 'his', 'office', 'because', 'one', 'his', 'own', 'has', 'stepped', 'out', 'line', 'against', 'him', 'such', 'control', 'freak', 'his', 'piss', 'must', 'boiling']","Luddenham, New South Wales",3,2022,2,10,1,-0.22857142857142856,@realPRGuy @DanielAndrewsMP I can imagine him red faced and screaming in his office because one of his own has stepped out of line against him. He's such a control freak.. his piss must be boiling
1652,"['retreat', 'retweet']","Luddenham, New South Wales",3,2022,2,10,3,-0.2,@realPRGuy @DanielAndrewsMP #IStandWithThatPerson  retreat retweet
1653,"['retweet', 'repeat']","Luddenham, New South Wales",3,2022,2,10,3,0.0,@realPRGuy @DanielAndrewsMP #IStandWithThatPerson retweet. Repeat
1654,"['slept', 'missed', 'the', 'direct', 'and', 'just', 'watched', 'now', 'was', 'pretty', 'good', 'tbh']","Melbourne, Victoria",3,2022,2,10,1,0.1111111111111111,"I slept in so I missed the direct and just watched it now, it was pretty good tbh"
1655,['ping'],"Toowoomba, Queensland",3,2022,2,10,4,0.0,@ARC_Tracker @AustralianLabor @GrahamPerrettMP @stuartrobertmp @tanya_plibersek ping @LostPlayhouse
1656,"['are', 'all', 'scared', 'her']","Canberra, Australian Capital Territory",3,2022,2,10,5,-0.2,@julian_hohnen @Rory_Medcalf We are all scared of her
1657,"['storming', 'caphs']","Canberra, Australian Capital Territory",3,2022,2,10,20,0.0,@Rory_Medcalf Storming Caphs…
1658,"['are', 'going', 'start', 'objecting', 'labor', 'pride', 'marches', 'now', 'not', 'that', 'make', 'difference', 'because', 'orgs', 'like', 'midsumma', 'clearly', 'don', 'listen', 'the', 'will', 'the', 'community', 'when', 'comes', 'cops', 'pride', 'etc']","Melbourne, Victoria",3,2022,2,10,1,0.075,"So are we going to start objecting to Labor at pride marches now? 

Not that it’ll make a difference because orgs like Midsumma clearly don’t listen to the will of the community when it comes to cops at pride etc."
1659,[''],"Melbourne, Victoria",3,2022,2,10,1,0.0,@ConnorCJolley Jesus 😡
1660,"['ots', 'the', 'witches', 'from', 'punished', 'her', 'hate', 'crime', 'against', 'but', 'that', 'has', 'been', 'hate', 'crime', 'against', 'her', 'that', 'our', 'must', 'punish', 'now', 'now', 'missile', 'gonna', 'blow', 'your', 'plane', 'called', 'your', 'entire', 'poofta', 'rapist', 'english', 'countryside']","Melbourne, Victoria",3,2022,2,10,1,-0.33962264150943394,Ots so as the witches from United Kingdom punished her as a hate crime against me but that has been a hate crime against her God that  our Lord must punish now. Now my B UK missile gonna blow up your plane called your entire poofta rapist English countryside https://t.co/15RSNUZqtL
1661,"['love', 'new', 'key', 'ring', 'that', 'you', 'made', 'gift', 'friend', 'brandy', 'orchard']","Newcastle, New South Wales",3,2022,2,10,1,0.2727272727272727,Love my new key ring that you made as a gift to my friend @ Brandy’s on Orchard https://t.co/HQ3zk9lLal
1662,"['are', 'they', 'the', 'same', 'police', 'that', 'oversee', 'the', 'just', 'asking', 'for', 'friend']","Batemans Bay, New South Wales",3,2022,2,10,1,0.043478260869565216,@Logically_JC @The_Earl_of_Ram Are they the same police that oversee the Tomato festival in Italy.  Just asking for a friend.
1663,"['this', 'year', 'fueled', 'climate', 'catastrophes', 'and', 'further', 'isolated', 'lockdowns', 'produced', 'one', 'starkest', 'environmental', 'statements', 'and', 'beamed', 'with', 'pride', 'delivering', 'the', 'canvass', 'the', 'gallery', 'the', 'winner', 'toast']","Sydney, New South Wales",3,2022,2,10,1,-0.024390243902439025,"This year, fueled by climate catastrophes and further isolated by lockdowns, I produced one of my starkest environmental statements. And I beamed with pride delivering the canvass to the gallery. ~ The Winner's Toast 🥂 #shortstory #podcast #ApplePodcasts 
https://t.co/Z6Y0PB4riO"
1664,"['good', 'god', 'please']","Sydney, New South Wales",3,2022,2,10,1,0.5,good God please no https://t.co/NknGEbk7z3
1665,[''],"Perth, Western Australia",3,2022,2,10,1,0.0,个人看法吧，我挨了中共十一年的毒打，人亡谈不上，基本就快家破了，你是体会不到我内心的怨恨已经是怨毒了 https://t.co/eM2hVLpRSC
1666,[''],"Perth, Western Australia",3,2022,2,10,1,0.0,@txwg1688 胡说八道，我可没进去过
1667,[''],"Perth, Western Australia",3,2022,2,10,1,0.0,@Williamdlee3 不要传谣啊！我可没进去过
1668,"['just', 'posted', 'photo', 'the', 'magic', 'pudding', 'tamworth']","Tamworth, New South Wales",3,2022,2,10,1,0.0,Just posted a photo @ The Magic Pudding Tamworth https://t.co/RirXb2f5Kt
1669,"['advance', 'wars', 'triangle', 'strategy', 'mother', 'new', 'and', 'maybe', 'the', 'kirby', 'game', 'all', 'keen', 'get']","Melbourne, Victoria",3,2022,2,10,1,-0.05,"Advance Wars, Triangle Strategy, Mother, Mario Strikers, new Wii Sports and maybe the Kirby game I’m all keen to get"
1670,"['dont', 'look', 'for', 'special', 'tricks', 'this', 'girl', 'like', 'the', 'spirits', 'are', 'attracted', 'true', 'spirits', 'world', 'full', 'evil', 'deceivers', 'they', 'are', 'attracted', 'like', 'metal', 'magnet', 'don', 'ask', 'for', 'these', 'powers', 'are', 'cursed', 'them']","Melbourne, Victoria",3,2022,2,10,1,0.08771929824561403,"https://t.co/sWqpEUoQMz

Dont look for special tricks. This girl is like me. The spirits are attracted to true spirits in a world full of evil deceivers. They are attracted to us like metal to a magnet. We don't ask for these powers. We are cursed by them.
https://t.co/rnrdsdXN0U https://t.co/4UTGDnEpJF"
1671,"['thank', 'you', 'for', 'your', 'kind', 'words']","Lennox Head, New South Wales",3,2022,2,10,1,0.4,"Thank you, David, for your kind words 😀!
@davinyls @sbsportuguese @LuFraguas https://t.co/g7UhViyuQF"
1672,"['hey', 'seems', 'some', 'inconsistencies', 'what', 'you', 'stated', 'media', 'about', 'the', 'balibo', 'murder', 'investigation', 'and', 'the', 'sham', 'covered', 'corrupt', 'politicians', 'and', 'bureaucrats']","Lithgow, New South Wales",3,2022,2,10,1,-0.11904761904761904,HEY Alexander  It's seems to be some inconsistencies in what you stated in media about the Balibo murder investigation  and the @AusFedPolice sham covered up by corrupt politicians and bureaucrats https://t.co/XCd13Td3NZ @agdgovau @AndrewGeeMP @lithgowmercury @TheLithgowVoice https://t.co/1t4JTBewiG
1673,"['banget', 'aplikasi', 'ini', 'pake', 'kalo', 'tidak', 'tau', 'invest', 'apa', 'mreka', 'sediain', 'robo', 'buat', 'saranin', 'apa', 'cocok', 'yuk', 'dptin', 'cashback', 'reksadana', 'senilai', '000', 'masukkan', 'kode', 'referral', 'ini', 'saat', 'pendaftaran', 'susi14', 'download', 'sekarang']","Sydney, New South Wales",3,2022,2,10,9,0.0,"@worksfess Ok banget sh aplikasi ini. Aq jg pake, kalo tidak tau mo invest apa,mreka sediain robo buat saranin apa gt yg cocok. yuk dptin cashback reksadana senilai Rp 25,000. Masukkan kode referral ini saat pendaftaran: *susi14* 
        
Download sekarang: https://t.co/yHIyNnMMa1 https://t.co/RtN2OUrf70"
1674,"['vk3tun', 'vk3', '045', 'dundas', '459m', '125', 'ssb', 'ipnp', 'vk5dg', 'pnp']","Melville Forest, Victoria",3,2022,2,10,1,0.0,"01:37 VK3TUN on VK3/VS-045 (Mt Dundas, 459m, 1 pt) 7.125 SSB: *[iPnP] [VK5DG] [PnP]"
1675,"['rising', 'sun', 'hotel', 'south', 'melbourne', 'australia']","Melbourne, Victoria",3,2022,2,10,1,0.0,"I'm at Rising Sun Hotel in South Melbourne, Australia https://t.co/86nq855huo"
1676,"['biggest', 'fucking', 'hypocrite', 'this', 'parliament', 'checked', 'all', 'his', 'sites', 'and', 'not', 'even', 'whisper', 'opposing', 'perfectly', 'happy', 'throw', 'all', 'the', 'trans', 'people', 'knows', 'under', 'the', 'bus', 'save', 'his', 'arse', 'his', 'friend', 'trans', 'activist', 'will', 'doubt', 'find', 'comfort', 'this']","Central Coast, New South Wales",3,2022,2,10,1,0.08928571428571429,Biggest fucking hypocrite in this parliament - Checked all his sites and not even a whisper of opposing it  - Perfectly happy to throw all the trans people he knows under the bus to save his arse @PrincessTaboo - his friend - a trans activist will no doubt find comfort in this https://t.co/BzrO2prLtH
1677,"['the', 'things', 'which', 'smotrich', 'and', 'former', 'likud', 'mks', 'disagree', 'make', 'all', 'the', 'difference', 'the', 'world', 'why', 'voter', 'chooses', 'one', 'party', 'over', 'another', 'the', 'right', 'and', 'you', 'know']","Melbourne, Victoria",3,2022,2,10,1,-0.05,The 10% of things on which Smotrich and former Likud MKs disagree make all the difference in the world. It is why a voter chooses one party over another on the right. And you know it. https://t.co/djuCQ00JG3
1678,"['last', 'day', 'week', 'stall', 'thanks', 'everyone', 'that', 'came']",UNSW Quadrangle Lawn,3,2022,2,10,1,0.2,Last day of O-Week stall. Thanks to everyone that came 💙 https://t.co/B2wiriwpnk
1679,[''],"Perth, Western Australia",3,2022,2,10,8,0.0,@skulled1 @KymLouC @davidbewart #FuckOffJosh https://t.co/G9DlD0YSTd
